Cód.,Município,População (Pessoas)
4120507,Primeiro de Maio (PR),11130.0
4120606,Prudentópolis (PR),52513.0
4120655,Quarto Centenário (PR),4465.0
4120705,Quatiguá (PR),7477.0
4120804,Quatro Barras (PR),23911.0
4120853,Quatro Pontes (PR),4029.0
4120903,Quedas do Iguaçu (PR),34409.0
4121000,Querência do Norte (PR),12232.0
4121109,Quinta do Sol (PR),4508.0
4121208,Quitandinha (PR),19221.0
4121257,Ramilândia (PR),4476.0
4121307,Rancho Alegre (PR),3784.0
4121356,Rancho Alegre D'Oeste (PR),2628.0
4121406,Realeza (PR),16950.0
4121505,Rebouças (PR),14946.0
4121604,Renascença (PR),6787.0
4121703,Reserva (PR),26825.0
4121752,Reserva do Iguaçu (PR),8069.0
4121802,Ribeirão Claro (PR),10645.0
4121901,Ribeirão do Pinhal (PR),12948.0
4122008,Rio Azul (PR),15336.0
4122107,Rio Bom (PR),3182.0
4122156,Rio Bonito do Iguaçu (PR),13255.0
4122172,Rio Branco do Ivaí (PR),4109.0
4122206,Rio Branco do Sul (PR),32517.0
4122305,Rio Negro (PR),34411.0
4122404,Rolândia (PR),67383.0
4122503,Roncador (PR),9645.0
4122602,Rondon (PR),9622.0
4122651,Rosário do Ivaí (PR),4689.0
4122701,Sabáudia (PR),6891.0
4122800,Salgado Filho (PR),3483.0
4122909,Salto do Itararé (PR),4898.0
4123006,Salto do Lontra (PR),14872.0
4123105,Santa Amélia (PR),3266.0
4123204,Santa Cecília do Pavão (PR),3293.0
4123303,Santa Cruz de Monte Castelo (PR),7751.0
4123402,Santa Fé (PR),12186.0
4123501,Santa Helena (PR),26767.0
4123600,Santa Inês (PR),1594.0
4123709,Santa Isabel do Ivaí (PR),8523.0
4123808,Santa Izabel do Oeste (PR),14794.0
4123824,Santa Lúcia (PR),3793.0
4123857,Santa Maria do Oeste (PR),9410.0
4123907,Santa Mariana (PR),11622.0
4123956,Santa Mônica (PR),4017.0
4124004,Santana do Itararé (PR),4954.0
4124020,Santa Tereza do Oeste (PR),10096.0
4124053,Santa Terezinha de Itaipu (PR),23699.0
4124103,Santo Antônio da Platina (PR),46251.0
4124202,Santo Antônio do Caiuá (PR),2626.0
4124301,Santo Antônio do Paraíso (PR),2068.0
4124400,Santo Antônio do Sudoeste (PR),20261.0
4124509,Santo Inácio (PR),5416.0
4124608,São Carlos do Ivaí (PR),6920.0
4124707,São Jerônimo da Serra (PR),11128.0
4124806,São João (PR),10181.0
4124905,São João do Caiuá (PR),5837.0
4125001,São João do Ivaí (PR),10056.0
4125100,São João do Triunfo (PR),15241.0
4125209,São Jorge d'Oeste (PR),9028.0
4125308,São Jorge do Ivaí (PR),5543.0
4125357,São Jorge do Patrocínio (PR),5586.0
4125407,São José da Boa Vista (PR),6160.0
4125456,São José das Palmeiras (PR),3627.0
4125506,São José dos Pinhais (PR),329058.0
4125555,São Manoel do Paraná (PR),2163.0
4125605,São Mateus do Sul (PR),46705.0
4125704,São Miguel do Iguaçu (PR),27576.0
4125753,São Pedro do Iguaçu (PR),5820.0
4125803,São Pedro do Ivaí (PR),11046.0
4125902,São Pedro do Paraná (PR),2289.0
4126009,São Sebastião da Amoreira (PR),8859.0
4126108,São Tomé (PR),5750.0
4126207,Sapopema (PR),6722.0
4126256,Sarandi (PR),97803.0
4126272,Saudade do Iguaçu (PR),5539.0
4126306,Sengés (PR),19385.0
4126355,Serranópolis do Iguaçu (PR),4477.0
4126405,Sertaneja (PR),5216.0
4126504,Sertanópolis (PR),16413.0
4126603,Siqueira Campos (PR),21249.0
4126652,Sulina (PR),2930.0
4126678,Tamarana (PR),15040.0
4126702,Tamboara (PR),5158.0
4126801,Tapejara (PR),16345.0
4126900,Tapira (PR),5495.0
4127007,Teixeira Soares (PR),12567.0
4127106,Telêmaco Borba (PR),79792.0
4127205,Terra Boa (PR),17200.0
4127304,Terra Rica (PR),16924.0
4127403,Terra Roxa (PR),17522.0
4127502,Tibagi (PR),20607.0
4127601,Tijucas do Sul (PR),17084.0
4127700,Toledo (PR),142645.0
4127809,Tomazina (PR),7807.0
4127858,Três Barras do Paraná (PR),12038.0
4127882,Tunas do Paraná (PR),9022.0
4127908,Tuneiras do Oeste (PR),8533.0
4127957,Tupãssi (PR),8109.0
4127965,Turvo (PR),13095.0
4128005,Ubiratã (PR),20909.0
4128104,Umuarama (PR),112500.0
4128203,União da Vitória (PR),57913.0
4128302,Uniflor (PR),2614.0
4128401,Uraí (PR),11273.0
4128500,Wenceslau Braz (PR),19386.0
4128534,Ventania (PR),12088.0
4128559,Vera Cruz do Oeste (PR),8454.0
4128609,Verê (PR),7174.0
4128625,Alto Paraíso (PR),2685.0
4128633,Doutor Ulysses (PR),5552.0
4128658,Virmond (PR),4022.0
4128708,Vitorino (PR),6859.0
4128807,Xambrê (PR),5630.0
4200051,Abdon Batista (SC),2548.0
4200101,Abelardo Luz (SC),17960.0
4200200,Agrolândia (SC),11013.0
4200309,Agronômica (SC),5509.0
4200408,Água Doce (SC),7152.0
4200507,Águas de Chapecó (SC),6515.0
4200556,Águas Frias (SC),2354.0
4200606,Águas Mornas (SC),6559.0
4200705,Alfredo Wagner (SC),10086.0
4200754,Alto Bela Vista (SC),1926.0
4200804,Anchieta (SC),5557.0
4200903,Angelina (SC),4743.0
4201000,Anita Garibaldi (SC),6957.0
4201109,Anitápolis (SC),3228.0
4201208,Antônio Carlos (SC),8613.0
4201257,Apiúna (SC),10848.0
4201273,Arabutã (SC),4267.0
4201307,Araquari (SC),39524.0
4201406,Araranguá (SC),68867.0
4201505,Armazém (SC),8759.0
4201604,Arroio Trinta (SC),3549.0
4201653,Arvoredo (SC),2234.0
4201703,Ascurra (SC),7978.0
4201802,Atalanta (SC),3195.0
4201901,Aurora (SC),5683.0
4201950,Balneário Arroio do Silva (SC),13430.0
4202008,Balneário Camboriú (SC),145796.0
4202057,Balneário Barra do Sul (SC),11035.0
4202073,Balneário Gaivota (SC),11260.0
4202081,Bandeirante (SC),2648.0
4202099,Barra Bonita (SC),1651.0
4202107,Barra Velha (SC),29860.0
4202131,Bela Vista do Toldo (SC),6362.0
4202156,Belmonte (SC),2709.0
4202206,Benedito Novo (SC),11775.0
4202305,Biguaçu (SC),69486.0
4202404,Blumenau (SC),361855.0
4202438,Bocaina do Sul (SC),3488.0
4202453,Bombinhas (SC),20335.0
4202503,Bom Jardim da Serra (SC),4772.0
4202537,Bom Jesus (SC),3057.0
4202578,Bom Jesus do Oeste (SC),2139.0
4202602,Bom Retiro (SC),10060.0
4202701,Botuverá (SC),5322.0
4202800,Braço do Norte (SC),33876.0
4202859,Braço do Trombudo (SC),3769.0
4202875,Brunópolis (SC),2368.0
4202909,Brusque (SC),137689.0
4203006,Caçador (SC),79313.0
4203105,Caibi (SC),6130.0
4203154,Calmon (SC),3335.0
4203204,Camboriú (SC),85105.0
4203253,Capão Alto (SC),2496.0
4203303,Campo Alegre (SC),11981.0
4203402,Campo Belo do Sul (SC),6952.0
4203501,Campo Erê (SC),8418.0
4203600,Campos Novos (SC),36556.0
4203709,Canelinha (SC),12398.0
4203808,Canoinhas (SC),54480.0
4203907,Capinzal (SC),23035.0
4203956,Capivari de Baixo (SC),25177.0
4204004,Catanduvas (SC),10984.0
4204103,Caxambu do Sul (SC),3551.0
4204152,Celso Ramos (SC),2719.0
4204178,Cerro Negro (SC),3068.0
4204194,Chapadão do Lageado (SC),3006.0
4204202,Chapecó (SC),224013.0
4204251,Cocal do Sul (SC),16821.0
4204301,Concórdia (SC),75167.0
4204350,Cordilheira Alta (SC),4520.0
4204400,Coronel Freitas (SC),9940.0
4204459,Coronel Martins (SC),2555.0
4204509,Corupá (SC),16107.0
4204558,Correia Pinto (SC),12553.0
4204608,Criciúma (SC),217311.0
4204707,Cunha Porã (SC),11118.0
4204756,Cunhataí (SC),1967.0
4204806,Curitibanos (SC),39893.0
4204905,Descanso (SC),8192.0
4205001,Dionísio Cerqueira (SC),15545.0
4205100,Dona Emma (SC),4186.0
4205159,Doutor Pedrinho (SC),4115.0
4205175,Entre Rios (SC),3218.0
4205191,Ermo (SC),2061.0
4205209,Erval Velho (SC),4418.0
4205308,Faxinal dos Guedes (SC),10649.0
4205357,Flor do Sertão (SC),1579.0
4205407,Florianópolis (SC),508826.0
4205431,Formosa do Sul (SC),2495.0
4205456,Forquilhinha (SC),27211.0
4205506,Fraiburgo (SC),36584.0
4205555,Frei Rogério (SC),1970.0
4205605,Galvão (SC),2791.0
4205704,Garopaba (SC),23579.0
4205803,Garuva (SC),18484.0
4205902,Gaspar (SC),70793.0
4206009,Governador Celso Ramos (SC),14606.0
4206108,Grão-Pará (SC),6595.0
4206207,Gravatal (SC),11577.0
4206306,Guabiruba (SC),24382.0
4206405,Guaraciaba (SC),10026.0
4206504,Guaramirim (SC),45797.0
4206603,Guarujá do Sul (SC),5178.0
4206652,Guatambú (SC),4698.0
4206702,Herval d'Oeste (SC),22714.0
4206751,Ibiam (SC),1954.0
4206801,Ibicaré (SC),3178.0
4206900,Ibirama (SC),19096.0
4207007,Içara (SC),57247.0
4207106,Ilhota (SC),14359.0
4207205,Imaruí (SC),9948.0
4207304,Imbituba (SC),45286.0
4207403,Imbuia (SC),6241.0
4207502,Indaial (SC),70900.0
4207577,Iomerê (SC),2962.0
4207601,Ipira (SC),4406.0
4207650,Iporã do Oeste (SC),9045.0
4207684,Ipuaçu (SC),7579.0
4207700,Ipumirim (SC),7620.0
4207759,Iraceminha (SC),3938.0
4207809,Irani (SC),10498.0
4207858,Irati (SC),1909.0
4207908,Irineópolis (SC),11289.0
4208005,Itá (SC),6129.0
4208104,Itaiópolis (SC),21780.0
4208203,Itajaí (SC),223112.0
4208302,Itapema (SC),67338.0
4208401,Itapiranga (SC),17007.0
4208450,Itapoá (SC),21177.0
4208500,Ituporanga (SC),25355.0
4208609,Jaborá (SC),3918.0
4208708,Jacinto Machado (SC),10376.0
4208807,Jaguaruna (SC),20288.0
4208906,Jaraguá do Sul (SC),181173.0
4208955,Jardinópolis (SC),1546.0
4209003,Joaçaba (SC),30404.0
4209102,Joinville (SC),597658.0
4209151,José Boiteux (SC),5007.0
4209177,Jupiá (SC),2092.0
4209201,Lacerdópolis (SC),2247.0
4209300,Lages (SC),157349.0
4209409,Laguna (SC),46122.0
4209458,Lajeado Grande (SC),1418.0
4209508,Laurentino (SC),7063.0
4209607,Lauro Müller (SC),15313.0
4209706,Lebon Régis (SC),12115.0
4209805,Leoberto Leal (SC),3000.0
4209854,Lindóia do Sul (SC),4546.0
4209904,Lontras (SC),12315.0
4210001,Luiz Alves (SC),13107.0
4210035,Luzerna (SC),5684.0
4210050,Macieira (SC),1766.0
4210100,Mafra (SC),56561.0
4210209,Major Gercino (SC),3454.0
4210308,Major Vieira (SC),8156.0
4210407,Maracajá (SC),7378.0
4210506,Maravilha (SC),26116.0
4210555,Marema (SC),1750.0
4210605,Massaranduba (SC),17125.0
4210704,Matos Costa (SC),2480.0
4210803,Meleiro (SC),7001.0
4210852,Mirim Doce (SC),2283.0
4210902,Modelo (SC),4218.0
4211009,Mondaí (SC),11889.0
4211058,Monte Carlo (SC),9906.0
4211108,Monte Castelo (SC),8269.0
4211207,Morro da Fumaça (SC),17947.0
4211256,Morro Grande (SC),2888.0
4211306,Navegantes (SC),83626.0
4211405,Nova Erechim (SC),5092.0
4211454,Nova Itaberaba (SC),4329.0
4211504,Nova Trento (SC),14782.0
4211603,Nova Veneza (SC),15342.0
4211652,Novo Horizonte (SC),2404.0
4211702,Orleans (SC),23038.0
4211751,Otacílio Costa (SC),18975.0
4211801,Ouro (SC),7272.0
4211850,Ouro Verde (SC),2207.0
4211876,Paial (SC),1474.0
4211892,Painel (SC),2356.0
4211900,Palhoça (SC),175272.0
4212007,Palma Sola (SC),7372.0
4212056,Palmeira (SC),2650.0
4212106,Palmitos (SC),16157.0
4212205,Papanduva (SC),19422.0
4212239,Paraíso (SC),3360.0
4212254,Passo de Torres (SC),9048.0
4212270,Passos Maia (SC),4109.0
4212304,Paulo Lopes (SC),7569.0
4212403,Pedras Grandes (SC),3953.0
4212502,Penha (SC),33284.0
4212601,Peritiba (SC),2760.0
4212650,Pescaria Brava (SC),10159.0
4212700,Petrolândia (SC),5905.0
4212809,Balneário Piçarras (SC),23772.0
4212908,Pinhalzinho (SC),20712.0
4213005,Pinheiro Preto (SC),3596.0
4213104,Piratuba (SC),3745.0
4213153,Planalto Alegre (SC),2888.0
4213203,Pomerode (SC),34010.0
4213302,Ponte Alta (SC),4650.0
4213351,Ponte Alta do Norte (SC),3420.0
4213401,Ponte Serrada (SC),11634.0
4213500,Porto Belo (SC),21932.0
4213609,Porto União (SC),35543.0
4213708,Pouso Redondo (SC),17712.0
4213807,Praia Grande (SC),7312.0
4213906,Presidente Castello Branco (SC),1547.0
4214003,Presidente Getúlio (SC),17726.0
4214102,Presidente Nereu (SC),2283.0
4214151,Princesa (SC),2937.0
4214201,Quilombo (SC),9829.0
4214300,Rancho Queimado (SC),2887.0
4214409,Rio das Antas (SC),6202.0
4214508,Rio do Campo (SC),5902.0
4214607,Rio do Oeste (SC),7520.0
4214706,Rio dos Cedros (SC),11808.0
4214805,Rio do Sul (SC),72006.0
4214904,Rio Fortuna (SC),4620.0
4215000,Rio Negrinho (SC),42495.0
4215059,Rio Rufino (SC),2483.0
4215075,Riqueza (SC),4561.0
4215109,Rodeio (SC),11600.0
4215208,Romelândia (SC),4684.0
4215307,Salete (SC),7659.0
4215356,Saltinho (SC),3754.0
4215406,Salto Veloso (SC),4756.0
4215455,Sangão (SC),12905.0
4215505,Santa Cecília (SC),16918.0
4215554,Santa Helena (SC),2200.0
4215604,Santa Rosa de Lima (SC),2147.0
4215653,Santa Rosa do Sul (SC),8378.0
4215679,Santa Terezinha (SC),8773.0
4215687,Santa Terezinha do Progresso (SC),2372.0
4215695,Santiago do Sul (SC),1235.0
4215703,Santo Amaro da Imperatriz (SC),23579.0
4215752,São Bernardino (SC),2287.0
4215802,São Bento do Sul (SC),85421.0
4215901,São Bonifácio (SC),2814.0
4216008,São Carlos (SC),11369.0
4216057,São Cristóvão do Sul (SC),5598.0
4216107,São Domingos (SC),9434.0
4216206,São Francisco do Sul (SC),53746.0
4216255,São João do Oeste (SC),6402.0
4216305,São João Batista (SC),38583.0
4216354,São João do Itaperiú (SC),3759.0
4216404,São João do Sul (SC),7315.0
4216503,São Joaquim (SC),27139.0
4216602,São José (SC),250181.0
4216701,São José do Cedro (SC),13820.0
4216800,São José do Cerrito (SC),8173.0
4216909,São Lourenço do Oeste (SC),24291.0
4217006,São Ludgero (SC),13650.0
4217105,São Martinho (SC),3171.0
4217154,São Miguel da Boa Vista (SC),1807.0
4217204,São Miguel do Oeste (SC),40868.0
4217253,São Pedro de Alcântara (SC),5935.0
4217303,Saudades (SC),9810.0
4217402,Schroeder (SC),21991.0
4217501,Seara (SC),17576.0
4217550,Serra Alta (SC),3256.0
4217600,Siderópolis (SC),14092.0
4217709,Sombrio (SC),30733.0
4217758,Sul Brasil (SC),2423.0
4217808,Taió (SC),18486.0
4217907,Tangará (SC),8662.0
4217956,Tigrinhos (SC),1619.0
4218004,Tijucas (SC),39155.0
4218103,Timbé do Sul (SC),5343.0
4218202,Timbó (SC),44977.0
4218251,Timbó Grande (SC),7941.0
4218301,Três Barras (SC),19366.0
4218350,Treviso (SC),3966.0
4218400,Treze de Maio (SC),7093.0
4218509,Treze Tílias (SC),7991.0
4218608,Trombudo Central (SC),7434.0
4218707,Tubarão (SC),106422.0
4218756,Tunápolis (SC),4525.0
4218806,Turvo (SC),12990.0
4218855,União do Oeste (SC),2412.0
4218905,Urubici (SC),11273.0
4218954,Urupema (SC),2459.0
4219002,Urussanga (SC),21344.0
4219101,Vargeão (SC),3571.0
4219150,Vargem (SC),2432.0
4219176,Vargem Bonita (SC),4451.0
4219200,Vidal Ramos (SC),6329.0
4219309,Videira (SC),53610.0
4219358,Vitor Meireles (SC),4943.0
4219408,Witmarsum (SC),3998.0
4219507,Xanxerê (SC),51642.0
4219606,Xavantina (SC),3903.0
4219705,Xaxim (SC),28983.0
4219853,Zortéa (SC),3398.0
4220000,Balneário Rincão (SC),12946.0
4300034,Aceguá (RS),4942.0
4300059,Água Santa (RS),3743.0
4300109,Agudo (RS),16401.0
4300208,Ajuricaba (RS),6987.0
4300307,Alecrim (RS),5827.0
4300406,Alegrete (RS),73028.0
4300455,Alegria (RS),3374.0
4300471,Almirante Tamandaré do Sul (RS),1949.0
4300505,Alpestre (RS),6067.0
4300554,Alto Alegre (RS),1613.0
4300570,Alto Feliz (RS),3036.0
4300604,Alvorada (RS),211352.0
4300638,Amaral Ferrador (RS),7085.0
4300646,Ametista do Sul (RS),7403.0
4300661,André da Rocha (RS),1343.0
4300703,Anta Gorda (RS),5961.0
4300802,Antônio Prado (RS),13045.0
4300851,Arambaré (RS),3562.0
4300877,Araricá (RS),5771.0
4300901,Aratiba (RS),6189.0
4301008,Arroio do Meio (RS),20967.0
4301057,Arroio do Sal (RS),10279.0
4301073,Arroio do Padre (RS),2951.0
4301107,Arroio dos Ratos (RS),14177.0
4301206,Arroio do Tigre (RS),13413.0
4301305,Arroio Grande (RS),18238.0
4301404,Arvorezinha (RS),10423.0
4301503,Augusto Pestana (RS),6602.0
4301552,Áurea (RS),3535.0
4301602,Bagé (RS),121335.0
4301636,Balneário Pinhal (RS),14363.0
4301651,Barão (RS),6202.0
4301701,Barão de Cotegipe (RS),6620.0
4301750,Barão do Triunfo (RS),7519.0
4301800,Barracão (RS),5256.0
4301859,Barra do Guarita (RS),3257.0
4301875,Barra do Quaraí (RS),4227.0
4301909,Barra do Ribeiro (RS),13556.0
4301925,Barra do Rio Azul (RS),1655.0
4301958,Barra Funda (RS),2551.0
4302006,Barros Cassal (RS),11182.0
4302055,Benjamin Constant do Sul (RS),1958.0
4302105,Bento Gonçalves (RS),121803.0
4302154,Boa Vista das Missões (RS),2092.0
4302204,Boa Vista do Buricá (RS),6712.0
4302220,Boa Vista do Cadeado (RS),2468.0
4302238,Boa Vista do Incra (RS),2616.0
4302253,Boa Vista do Sul (RS),2778.0
4302303,Bom Jesus (RS),11309.0
4302352,Bom Princípio (RS),14255.0
4302378,Bom Progresso (RS),1899.0
4302402,Bom Retiro do Sul (RS),12390.0
4302451,Boqueirão do Leão (RS),7702.0
4302501,Bossoroca (RS),6205.0
4302584,Bozano (RS),2111.0
4302600,Braga (RS),3311.0
4302659,Brochier (RS),5104.0
4302709,Butiá (RS),20952.0
4302808,Caçapava do Sul (RS),33548.0
4302907,Cacequi (RS),12423.0
4303004,Cachoeira do Sul (RS),81869.0
4303103,Cachoeirinha (RS),131240.0
4303202,Cacique Doble (RS),5074.0
4303301,Caibaté (RS),4823.0
4303400,Caiçara (RS),4700.0
4303509,Camaquã (RS),66478.0
4303558,Camargo (RS),2742.0
4303608,Cambará do Sul (RS),6406.0
4303673,Campestre da Serra (RS),3395.0
4303707,Campina das Missões (RS),5398.0
4303806,Campinas do Sul (RS),5438.0
4303905,Campo Bom (RS),69458.0
4304002,Campo Novo (RS),4376.0
4304101,Campos Borges (RS),3295.0
4304200,Candelária (RS),31421.0
4304309,Cândido Godói (RS),6151.0
4304358,Candiota (RS),9647.0
4304408,Canela (RS),45488.0
4304507,Canguçu (RS),56211.0
4304606,Canoas (RS),348208.0
4304614,Canudos do Vale (RS),1705.0
4304622,Capão Bonito do Sul (RS),1641.0
4304630,Capão da Canoa (RS),54051.0
4304655,Capão do Cipó (RS),3699.0
4304663,Capão do Leão (RS),25409.0
4304671,Capivari do Sul (RS),4728.0
4304689,Capela de Santana (RS),12064.0
4304697,Capitão (RS),2763.0
4304705,Carazinho (RS),62265.0
4304713,Caraá (RS),8350.0
4304804,Carlos Barbosa (RS),30241.0
4304853,Carlos Gomes (RS),1351.0
4304903,Casca (RS),9051.0
4304952,Caseiros (RS),3216.0
4305009,Catuípe (RS),8701.0
4305108,Caxias do Sul (RS),517451.0
4305116,Centenário (RS),2877.0
4305124,Cerrito (RS),6047.0
4305132,Cerro Branco (RS),4706.0
4305157,Cerro Grande (RS),2296.0
4305173,Cerro Grande do Sul (RS),12413.0
4305207,Cerro Largo (RS),14189.0
4305306,Chapada (RS),9239.0
4305355,Charqueadas (RS),41258.0
4305371,Charrua (RS),3252.0
4305405,Chiapetta (RS),3719.0
4305439,Chuí (RS),6770.0
4305447,Chuvisca (RS),5480.0
4305454,Cidreira (RS),16583.0
4305504,Ciríaco (RS),4719.0
4305587,Colinas (RS),2469.0
4305603,Colorado (RS),3130.0
4305702,Condor (RS),6759.0
4305801,Constantina (RS),9907.0
4305835,Coqueiro Baixo (RS),1495.0
4305850,Coqueiros do Sul (RS),2286.0
4305871,Coronel Barros (RS),2520.0
4305900,Coronel Bicaco (RS),7268.0
4305934,Coronel Pilar (RS),1614.0
4305959,Cotiporã (RS),3838.0
4305975,Coxilha (RS),2743.0
4306007,Crissiumal (RS),13357.0
4306056,Cristal (RS),8067.0
4306072,Cristal do Sul (RS),2844.0
4306106,Cruz Alta (RS),59922.0
4306130,Cruzaltense (RS),1799.0
4306205,Cruzeiro do Sul (RS),12402.0
4306304,David Canabarro (RS),4736.0
4306320,Derrubadas (RS),2761.0
4306353,Dezesseis de Novembro (RS),2378.0
4306379,Dilermando de Aguiar (RS),3002.0
4306403,Dois Irmãos (RS),33119.0
4306429,Dois Irmãos das Missões (RS),2008.0
4306452,Dois Lajeados (RS),3405.0
4306502,Dom Feliciano (RS),15487.0
4306551,Dom Pedro de Alcântara (RS),2527.0
4306601,Dom Pedrito (RS),38339.0
4306700,Dona Francisca (RS),2999.0
4306734,Doutor Maurício Cardoso (RS),4462.0
4306759,Doutor Ricardo (RS),1975.0
4306767,Eldorado do Sul (RS),41902.0
4306809,Encantado (RS),22880.0
4306908,Encruzilhada do Sul (RS),25960.0
4306924,Engenho Velho (RS),982.0
4306932,Entre-Ijuís (RS),8411.0
4306957,Entre Rios do Sul (RS),2758.0
4306973,Erebango (RS),2982.0
4307005,Erechim (RS),106633.0
4307054,Ernestina (RS),3170.0
4307104,Herval (RS),6814.0
4307203,Erval Grande (RS),4819.0
4307302,Erval Seco (RS),6802.0
4307401,Esmeralda (RS),3287.0
4307450,Esperança do Sul (RS),2885.0
4307500,Espumoso (RS),15591.0
4307559,Estação (RS),5940.0
4307609,Estância Velha (RS),50672.0
4307708,Esteio (RS),83279.0
4307807,Estrela (RS),34399.0
4307815,Estrela Velha (RS),3650.0
4307831,Eugênio de Castro (RS),2352.0
4307864,Fagundes Varela (RS),2741.0
4307906,Farroupilha (RS),73061.0
4308003,Faxinal do Soturno (RS),6663.0
4308052,Faxinalzinho (RS),2284.0
4308078,Fazenda Vilanova (RS),4608.0
4308102,Feliz (RS),13640.0
4308201,Flores da Cunha (RS),31063.0
4308250,Floriano Peixoto (RS),1737.0
4308300,Fontoura Xavier (RS),10241.0
4308409,Formigueiro (RS),6616.0
4308433,Forquetinha (RS),2400.0
4308458,Fortaleza dos Valos (RS),4285.0
4308508,Frederico Westphalen (RS),31498.0
4308607,Garibaldi (RS),35440.0
4308656,Garruchos (RS),2886.0
4308706,Gaurama (RS),5489.0
4308805,General Câmara (RS),8361.0
4308854,Gentil (RS),1626.0
4308904,Getúlio Vargas (RS),16184.0
4309001,Giruá (RS),15863.0
4309050,Glorinha (RS),8204.0
4309100,Gramado (RS),36555.0
4309126,Gramado dos Loureiros (RS),2058.0
4309159,Gramado Xavier (RS),4352.0
4309209,Gravataí (RS),283620.0
4309258,Guabiju (RS),1490.0
4309308,Guaíba (RS),98239.0
4309407,Guaporé (RS),25968.0
4309506,Guarani das Missões (RS),7463.0
4309555,Harmonia (RS),4917.0
4309571,Herveiras (RS),3019.0
4309605,Horizontina (RS),19389.0
4309654,Hulha Negra (RS),6836.0
4309704,Humaitá (RS),4736.0
4309753,Ibarama (RS),4399.0
4309803,Ibiaçá (RS),4699.0
4309902,Ibiraiaras (RS),7265.0
4309951,Ibirapuitã (RS),4000.0
4310009,Ibirubá (RS),20413.0
4310108,Igrejinha (RS),37340.0
4310207,Ijuí (RS),83764.0
4310306,Ilópolis (RS),4066.0
4310330,Imbé (RS),23271.0
4310363,Imigrante (RS),3100.0
4310405,Independência (RS),6109.0
4310413,Inhacorá (RS),2215.0
4310439,Ipê (RS),6689.0
4310462,Ipiranga do Sul (RS),1880.0
4310504,Iraí (RS),7141.0
4310538,Itaara (RS),5537.0
4310553,Itacurubi (RS),3460.0
4310579,Itapuca (RS),2065.0
4310603,Itaqui (RS),37489.0
4310652,Itati (RS),2397.0
4310702,Itatiba do Sul (RS),3231.0
4310751,Ivorá (RS),1881.0
4310801,Ivoti (RS),24690.0
4310850,Jaboticaba (RS),3773.0
4310876,Jacuizinho (RS),2706.0
4310900,Jacutinga (RS),3546.0
4311007,Jaguarão (RS),26500.0
4311106,Jaguari (RS),10765.0
4311122,Jaquirana (RS),3662.0
4311130,Jari (RS),3486.0
4311155,Jóia (RS),8566.0
4311205,Júlio de Castilhos (RS),19224.0
4311239,Lagoa Bonita do Sul (RS),2921.0
4311254,Lagoão (RS),6461.0
4311270,Lagoa dos Três Cantos (RS),1607.0
4311304,Lagoa Vermelha (RS),27778.0
4311403,Lajeado (RS),85033.0
4311429,Lajeado do Bugre (RS),2566.0
4311502,Lavras do Sul (RS),7444.0
4311601,Liberato Salzano (RS),5152.0
4311627,Lindolfo Collor (RS),6125.0
4311643,Linha Nova (RS),1719.0
4311700,Machadinho (RS),5427.0
4311718,Maçambará (RS),4562.0
4311734,Mampituba (RS),2973.0
4311759,Manoel Viana (RS),7307.0
4311775,Maquiné (RS),6681.0
4311791,Maratá (RS),2702.0
4311809,Marau (RS),44858.0
4311908,Marcelino Ramos (RS),4319.0
4311981,Mariana Pimentel (RS),3888.0
4312005,Mariano Moro (RS),2009.0
4312054,Marques de Souza (RS),3995.0
4312104,Mata (RS),4797.0
4312138,Mato Castelhano (RS),2542.0
4312153,Mato Leitão (RS),4573.0
4312179,Mato Queimado (RS),1629.0
4312203,Maximiliano de Almeida (RS),4314.0
4312252,Minas do Leão (RS),8103.0
4312302,Miraguaí (RS),4911.0
4312351,Montauri (RS),1441.0
4312377,Monte Alegre dos Campos (RS),3232.0
4312385,Monte Belo do Sul (RS),2530.0
4312401,Montenegro (RS),65721.0
4312427,Mormaço (RS),3113.0
4312443,Morrinhos do Sul (RS),2919.0
4312450,Morro Redondo (RS),6589.0
4312476,Morro Reuter (RS),6513.0
4312500,Mostardas (RS),12847.0
4312609,Muçum (RS),4961.0
4312617,Muitos Capões (RS),3173.0
4312625,Muliterno (RS),1897.0
4312658,Não-Me-Toque (RS),17758.0
4312674,Nicolau Vergueiro (RS),1674.0
4312708,Nonoai (RS),11633.0
4312757,Nova Alvorada (RS),3663.0
4312807,Nova Araçá (RS),4826.0
4312906,Nova Bassano (RS),10005.0
4312955,Nova Boa Vista (RS),1753.0
4313003,Nova Bréscia (RS),3337.0
4313011,Nova Candelária (RS),2688.0
4313037,Nova Esperança do Sul (RS),5410.0
4313060,Nova Hartz (RS),21875.0
4313086,Nova Pádua (RS),2558.0
4313102,Nova Palma (RS),6515.0
4313201,Nova Petrópolis (RS),21536.0
4313300,Nova Prata (RS),27648.0
4313334,Nova Ramada (RS),2218.0
4313359,Nova Roma do Sul (RS),3717.0
4313375,Nova Santa Rita (RS),29905.0
4313391,Novo Cabrais (RS),4222.0
4313409,Novo Hamburgo (RS),247032.0
4313425,Novo Machado (RS),3256.0
4313441,Novo Tiradentes (RS),2200.0
4313466,Novo Xingu (RS),1712.0
4313490,Novo Barreiro (RS),4175.0
4313508,Osório (RS),46414.0
4313607,Paim Filho (RS),3778.0
4313656,Palmares do Sul (RS),11330.0
